title,author,averagerating,totalratings,numberofpages,genre,bookformat,language
"
Echoes of Betrayal (Paladin's Legacy, #3)
",Elizabeth Moon,4.19,"2,965",451,Fantasy,Hardcover,English
"
Freiheit. Ein Plädoyer
",Joachim Gauck,3.38,64,64,Politics,Hardcover,German
"
Harbinger (Book of the Order, #4)
",Philippa Ballantine,3.85,705,305,Fantasy,Mass Market Paperback,English
"
The Patrick Melrose Novels
",Edward St. Aubyn,4.04,"5,821",680,Fiction,Paperback,English
"
In the Plex: How Google Thinks, Works, and Shapes Our Lives
",Steven Levy,3.83,"29,479",432,Business,Hardcover,English
"
The Blood of Gods (Emperor, #5)
",Conn Iggulden,4.26,"6,520",409,Historical,Hardcover,English
"
And so to bed...: A biblical view of sleep
",Adrian   Reynolds,3.73,78,93,Christian,Paperback,English
"
The Cardturner: A Novel about a King, a Queen, and a Joker
",Louis Sachar,3.82,"9,625",336,Young Adult,Hardcover,English
"
Toxic Charity: How Churches and Charities Hurt Those They Help
",Robert D. Lupton,3.95,"3,644",208,Nonfiction,Hardcover,English
"
Cross Currents
",John Shors,3.84,515,322,Fiction,Paperback,English
"
Doctor Who: The Runaway Train
",Oli Smith,3.46,375,3,Media Tie In,MP3 CD,English
"
Sisterhood of Dune (Schools of Dune #1)
",Brian Herbert,3.84,"4,328",496,Science Fiction,Hardcover,English
"
Vibrant Matter: A Political Ecology of Things
",Jane Bennett,3.87,911,176,Philosophy,Paperback,English
"
My Notorious Life
",Kate Manning,4.03,"12,565",448,Historical,ebook,English
"
Courting Miss Lancaster (The Lancaster Family, #2)
",Sarah M. Eden,4.02,"6,678",205,Romance,Hardcover,English
"
Land of Shadows (Detective Elouise Norton, #1)
",Rachel Howzell Hall,3.84,"1,752",317,Mystery,Hardcover,English
"
Romanov
",Nadine Brandes,3.77,"9,659",337,Fantasy,Hardcover,English
"
Hungry for You (Argeneau #14)
",Lynsay Sands,4.27,"13,762",353,Romance,Mass Market Paperback,English
"
Point Omega
",Don DeLillo,3.44,"8,260",117,Fiction,Hardcover,English
"
The Last Threshold (Forgotten Realms: Neverwinter, #4; Legend of Drizzt, #23)
",R.A. Salvatore,4.21,"6,012",384,Fantasy,Hardcover,English
"
Basilisk (The Korsak Brothers #2)
",Rob Thurman,3.94,"1,134",352,Fantasy,Paperback,English
"
Беллона
",Анатолий Брусникин,4.01,130,448,Fiction,Hardcover,Russian
"
Inked (World of the Lupi, #5.5)
",Karen Chance,4.02,"6,120",437,Fantasy,Mass Market Paperback,English
"
The Face
",Ruth Ozeki,4.11,824,437,Nonfiction,ebook,English
"
The Lady in Gold: The Extraordinary Tale of Gustav Klimt's Masterpiece, Portrait of Adele Bloch-Bauer
",Anne-Marie  O'Connor,3.97,"8,125",370,Nonfiction,Kindle Edition,English
"
Simply Irresistible (Lucky Harbor, #1)
",Jill Shalvis,3.91,"33,456",330,Romance,Kindle Edition,English
"
Tablet & Pen: Literary Landscapes from the Modern Middle East
",Reza Aslan,4.14,390,688,Poetry,Hardcover,English
"
Vij's at Home: Relax, Honey: The Warmth and Ease of Indian Cooking
",Vikram Vij,4.19,137,232,Food and Drink,Paperback,English
"
Punaisten kyynelten talo
",Terhi Rannela,4.08,105,257,European Literature,Hardcover,Finnish
"
Rivers (Rivers, #1)
",Michael Farris Smith,3.76,"2,101",337,Fiction,Hardcover,English
"
The Midwife's Confession
",Diane Chamberlain,4.07,"37,427",337,Fiction,Hardcover,English
"
ჩაკეტილი საზოგადოება და მისი დარაჯები
",Giorgi Maisuradze,4.08,36,156,Historical,Paperback,Georgian
"
Right of Way
",Andrew Wingfield,4.71,17,242,Fiction,Paperback,English
"
Twilight / Life and Death (Twilight, #1, #1.75)
",Stephenie Meyer,3.44,"28,270",738,Young Adult,Hardcover,English
"
This is How You Die: Stories of the Inscrutable, Infallible, Inescapable Machine of Death (Machine of Death, #2)
",Ryan North,4.12,"1,903",508,Short Stories,Paperback,English
"
My Name Is Memory
",Ann Brashares,3.71,"31,001",324,Romance,Hardcover,English
"
Eleanor Marx: A Life
",Rachel Holmes,4.3,288,528,Biography,Hardcover,English
"
Untold (The Lynburn Legacy, #2)
",Sarah Rees Brennan,3.92,"13,615",336,Fantasy,Paperback,English
"
The Last Girl (The Dominion Trilogy, #1)
",Joe Hart,3.79,"20,276",386,Science Fiction,Kindle Edition,English
"
Die van die van u
",Annie M.G. Schmidt,4.38,82,386,Science Fiction,Kindle Edition,English
"
Die Analphabetin, die rechnen konnte
",Jonas Jonasson,3.76,"50,262",448,Fiction,Hardcover,German
"
The Possessed: Adventures With Russian Books and the People Who Read Them
",Elif Batuman,3.68,"4,213",296,Nonfiction,Paperback,English
"
Gulab
",Annie Zaidi,3.27,112,200,Horror,Hardcover,English
"
Foreplay (The Ivy Chronicles, #1)
",Sophie Jordan,3.91,"18,528",304,New Adult,Paperback,English
"
The Dog
",Joseph O'Neill,3.15,"2,155",241,Fiction,Hardcover,English
"
Shadow Magic  (Shadow Magic, #1)
",Joshua Khan,4.14,"1,794",336,Fantasy,Hardcover,English
"
Goodbye Stranger
",Rebecca Stead,3.94,"13,100",289,Childrens,Hardcover,English
"
In the Days of Humans: Third Exodus
",Terry R. Hill,4.24,41,289,Childrens,Hardcover,English
"
The Waking (Ruin, #1)
",Lucian Bane,3.98,789,123,Fantasy,Kindle Edition,English
"
The Promise (Avatar: The Last Airbender, #1)
",Gene Luen Yang,4.41,"15,617",240,Sequential Art,Hardcover,English
"
Carve the Mark (Carve the Mark, #1)
",Veronica Roth,3.78,"75,498",468,Fantasy,Hardcover,English
"
Time for Outrage: Indignez-vous!
",Stéphane Hessel,3.6,"4,217",48,Nonfiction,Hardcover,English
"
Solitaire
",Alice Oseman,3.59,"17,422",392,Contemporary,Paperback,English
"
The Dread (Fallen Kings Cycle, #2 / Les Rois déchus)
",Gail Z. Martin,4.15,"1,753",640,Fantasy,Kindle Edition,English
"
Poor Economics: A Radical Rethinking of the Way to Fight Global Poverty
",Abhijit V. Banerjee,4.28,"17,106",320,Economics,Hardcover,English
"
Fullmetal Alchemist, Vol. 26 (Fullmetal Alchemist, #26)
",Hiromu Arakawa,4.67,"5,801",208,Sequential Art,Paperback,English
"
Civil War: The History of England Volume III
",Peter Ackroyd,3.97,"1,709",529,History,Kindle Edition,
"
From Notting Hill with Four Weddings . . . Actually (Actually, #3)
",Ali McNamara,3.89,961,433,Womens Fiction,Paperback,English
"
The End of Dieting: How to Live for Life
",Joel Fuhrman,3.97,"2,137",368,Health,ebook,English
"
Cross Rhodes: Goldust, Out of the Darkness
",Dustin Rhodes,3.49,452,225,Biography,Paperback,English
"
Acorn
",Yoko Ono,4.26,566,216,Poetry,Hardcover,English
"
El Teatro
",rory macbeth,5,1,8,Poetry,Kindle Edition,English
"
Путин. Война
",Борис Немцов,3.7,20,8,Poetry,Kindle Edition,English
"
Kashmir: A Case of Freedom
",Tariq Ali,3.95,451,140,Nonfiction,Kindle Edition,English
"
The People of Forever Are Not Afraid
",Shani Boianjiu,3.2,"2,363",338,Fiction,Hardcover,English
"
The King's Curse (The Plantagenet and Tudor Novels, #7)
",Philippa Gregory,4.02,"26,581",592,Historical,Hardcover,English
"
Sad Girls
",Lang Leav,3.36,"8,795",362,Poetry,Paperback,English
"
The Sleepwalker
",Chris Bohjalian,3.67,"18,438",304,Fiction,Hardcover,English
"
Running the Rift
",Naomi Benaron,3.97,"6,750",304,Fiction,Hardcover,English
"
The Breaking Light (Split City #1)
",Heather    Hansen,3.38,"2,373",256,Young Adult,Paperback,English
"
Havboka
",Morten A. Strøksnes,4.03,"3,791",303,Nonfiction,Hardcover,Norwegian
"
Too Marvellous for Words!
",Julie Welch,3.64,83,320,Nonfiction,Kindle Edition,English
"
Катастрофа, или цвят от розов кестен
",Олга Кръстева,2.67,3,192,Nonfiction,Kindle Edition,Bulgarian
"
Stronger, Faster, and More Beautiful
",Arwen Elys Dayton,3.72,"2,465",192,Nonfiction,Kindle Edition,Bulgarian
"
Fire & Blood (A Targaryen History, #1)
",George R.R. Martin,3.89,"43,808",719,Fantasy,Hardcover,English
"
Quichotte
",Salman Rushdie,3.82,"7,326",393,Fiction,Hardcover,English
"
The Vanishing Stair (Truly Devious, #2)
",Maureen Johnson,4.22,"46,768",369,Mystery,Hardcover,English
"
On Dublin Street (On Dublin Street, #1)
",Samantha Young,4.2,"178,081",372,Romance,Kindle Edition,English
"
Offline
",Anne Holt,3.74,944,425,Mystery,Mass Market Paperback,Swedish
"
The Rhesus Chart (Laundry Files, #5)
",Charles Stross,4.18,"8,220",352,Fantasy,Hardcover,English
"
Six Wakes
",Mur Lafferty,3.84,"15,060",364,Science Fiction,Paperback,English
"
Marbles: Mania, Depression, Michelangelo, and Me
",Ellen Forney,3.99,"13,935",256,Sequential Art,Paperback,English
"
Why Islam?
",K. Sherman,4.54,13,144,Sequential Art,Paperback,English
"
Lie With Me
",Philippe Besson,4.24,"11,964",149,LGBT,Hardcover,English
"
The Mohammed Code: Why a Desert Prophet Wants You Dead
",Howard Bloom,3.43,42,342,Nonfiction,ebook,English
"
The Parade
",Dave Eggers,3.63,"5,842",4,Fiction,Audio CD,English
"
The Mortal Word (The Invisible Library, #5)
",Genevieve Cogman,4.2,"8,685",433,Fantasy,ebook,English
"
Raised by Wolves (Raised by Wolves, #1)
",Jennifer Lynn Barnes,3.91,"30,274",432,Young Adult,Hardcover,English
"
First Drop of Crimson (Night Huntress World, #1)
",Jeaniene Frost,4.13,"56,340",371,Paranormal,Mass Market Paperback,English
"
Baby Teeth
",Zoje Stage,3.64,"44,400",304,Horror,Hardcover,English
"
The Junkyard Wonders
",Patricia Polacco,4.56,"2,332",48,Childrens,Hardcover,English
"
Wicked Puritans of Essex County
",Tom Juergens,4.11,19,112,History,Paperback,English
"
Conversations With Myself
",Nelson Mandela,3.9,"2,738",112,History,Paperback,English
"
Wrayth (Book of the Order, #3)
",Philippa Ballantine,3.91,"1,120",309,Fantasy,Mass Market Paperback,English
"
The Fuller Memorandum (Laundry Files #3)
",Charles Stross,4.18,"11,178",312,Science Fiction,Hardcover,English
"
Freedom™ (Daemon, #2)
",Daniel Suarez,4.28,"26,518",406,Science Fiction,Hardcover,English
"
Fairy Bad Day
",Amanda Ashby,3.8,"3,664",406,Science Fiction,Hardcover,English
"
The Last Days of California
",Mary  Miller,3.37,"3,069",233,Fiction,Hardcover,English
"
Watching You (Joseph O'Loughlin, #7)
",Michael Robotham,4.14,"6,879",432,Thriller,ebook,English
"
Doon (Doon, #1)
",Carey Corp,3.9,"7,026",368,Fantasy,Hardcover,English
"
The Dragon of Handale (Abbess of Meaux, #5)
",Cassandra Clark,3.76,311,352,Mystery,Hardcover,English
"
The Soldier's Wife
",Pamela Hart,3.94,354,384,Historical,Paperback,English
"
That Perfect Someone (Malory-Anderson Family, #10)
",Johanna Lindsey,3.99,"6,779",372,Romance,Hardcover,English
"
Behind the Sun (Convict Girls #1)
",Deborah Challinor,4.2,911,470,Historical,Paperback,English
"
Charon's Claw (Forgotten Realms: Neverwinter, #3; Legend of Drizzt, #22)
",R.A. Salvatore,4.21,"7,033",352,Fantasy,Hardcover,English
"
A Gentleman of Pleasure : One Life of John Glassco : Poet, Memoirist, Translator, and Pornographer
",Brian Busby,4.19,16,398,Biography,Hardcover,English
"
All Seeing Eye
",Rob Thurman,4.05,931,380,Fantasy,Mass Market Paperback,English
"
Death of a Nightingale (Nina Borg, #3)
",Lene Kaaberbøl,3.62,"2,300",368,Mystery,Hardcover,English
"
Dear Life
",Alice Munro,3.75,"32,594",368,Mystery,Hardcover,English
"
The Story of Antigone
",Ali Smith,3.96,445,100,Fiction,Hardcover,English
"
The White Pearl
",Kate Furnivall,3.79,"2,380",444,Historical,Kindle Edition,English
"
The Woman Who Lost Her Soul
",Bob Shacochis,3.54,"1,874",715,Fiction,Hardcover,English
"
The Devil in Jerusalem: A Novel
",Naomi Ragen,3.84,"2,282",319,Fiction,Kindle Edition,English
"
Crawling from the Wreckage
",Gwynne Dyer,4,57,368,Nonfiction,Hardcover,English
"
The Crown (The Selection, #5)
",Kiera Cass,3.7,"182,370",278,Young Adult,Hardcover,English
"
დაკარგული კონტექსტები
",Giorgi Maisuradze,4.23,30,132,Historical,Paperback,Georgian
"
Chroniques de Jérusalem
",Guy Delisle,4.2,"13,056",334,Sequential Art,Paperback,French
"
Cinnamon and Gunpowder
",Eli Brown,3.91,"6,597",318,Historical,Hardcover,English
"
The Apple Tart of Hope
",Sarah Moore Fitzgerald,3.89,"2,917",172,Young Adult,Hardcover,English
"
Unmade (The Lynburn Legacy #3)
",Sarah Rees Brennan,3.89,"8,226",368,Fantasy,Hardcover,English
"
Foreign Country
",Charles Cumming,3.83,"6,685",389,Fiction,Hardcover,English
"
A God in Every Stone
",Kamila Shamsie,3.51,"2,083",313,Fiction,Hardcover,English
"
Strange Bodies
",Marcel Theroux,3.62,"1,760",376,Fiction,Hardcover,English
"
The Woman Who Stole My Life
",Marian Keyes,3.56,"22,139",531,Womens Fiction,Paperback,English
"
From Sand and Ash
",Amy Harmon,4.31,"57,645",386,Historical,ebook,English
"
Charmed (Fairy Tale Reform School, #2)
",Jen Calonita,4.09,"3,849",288,Fantasy,Hardcover,English
"
The Turning (Ruin #4)
",Lucian Bane,4.2,223,107,Fantasy,Kindle Edition,English
"
Ask the Passengers
",A.S. King,3.85,"24,260",304,Young Adult,Hardcover,English
"
Ice Forged (Ascendant Kingdoms, #1)
",Gail Z. Martin,3.74,"1,751",592,Fantasy,Paperback,English
"
Lennon: The Man, the Myth, the Music - The Definitive Life
",Tim Riley,3.91,432,765,Biography,Hardcover,English
"
We Were Flying to Chicago
",Kevin Clouther,3.86,87,765,Biography,Hardcover,English
"
A Lovely Way to Burn (Plague Times, #1)
",Louise Welsh,3.35,"1,529",368,Fiction,Paperback,English
"
The Queen's Poisoner (Kingfountain, #1)
",Jeff Wheeler,4.05,"33,182",336,Fantasy,Kindle Edition,English
"
The Female Correspondent
",E.A. Deverell,3.48,214,55,Romance,Kindle Edition,English
"
Beauty in the Breakdown
",Tegan Anderson,4.27,11,305,Romance,Paperback,English
"
The Lotus Eaters
",Tatjana Soli,3.85,"12,426",15,Historical,Audio CD,English
"
Gravity Falls: Journal 3
",Alex Hirsch,4.68,"4,928",288,Fantasy,Hardcover,English
"
Зрозуміти Донбас
",Hiroaki Kuromiya,3.5,16,144,Nonfiction,Paperback,Ukrainian
"
Redemption (Redemption, #1)
",R.K. Ryals,3.95,"2,991",340,Fantasy,Paperback,English
"
Me Again
",Keith Cronin,3.89,"1,067",322,Fiction,Kindle Edition,English
"
Reservoir 13
",Jon McGregor,3.56,"11,278",336,Fiction,Hardcover,English
"
Battlefields
",Vance N. Smith,4.11,9,532,Fiction,Kindle Edition,English
"
The Mushroom at the End of the World: On the Possibility of Life in Capitalist Ruins
",Anna Lowenhaupt Tsing,4.12,"2,869",331,Nonfiction,Hardcover,English
"
Double Cross: The True Story of the D-Day Spies
",Ben Macintyre,3.92,"10,307",399,History,Paperback,English
"
Everything Happens for a Reason: And Other Lies I've Loved
",Kate Bowler,3.75,"30,192",178,Nonfiction,Hardcover,English
"
The Resistance Man (Bruno, Chief of Police #6)
",Martin  Walker,4.1,"4,459",322,Mystery,Hardcover,English
"
Playing to the Edge: American Intelligence in the Age of Terror
",Michael V. Hayden,3.8,"1,750",464,Nonfiction,Hardcover,English
"
Buried Memories: Katie Beers' Story
",Katie Beers,3.96,"1,852",320,Crime,Paperback,English
"
The Vatican Princess: A Novel of Lucrezia Borgia
",C.W. Gortner,3.86,"3,717",382,Historical,Hardcover,English
"
Gun Love
",Jennifer Clement,3.74,"4,172",240,Fiction,Hardcover,English
"
An Actor's Life - A Short Story
",Duncan Whitehead,4.07,148,28,Short Stories,Kindle Edition,English
"
Elizabeth of York: A Tudor Queen and Her World
",Alison Weir,3.78,"3,897",572,History,Hardcover,English
"
Mademoiselle Chanel
",C.W. Gortner,4.09,"10,232",406,Historical,Paperback,English
"
Yahya Hassan
",Yahya Hassan,3.78,"2,563",169,Poetry,Paperback,Danish
"
Shadowfell (Shadowfell, #1)
",Juliet Marillier,3.93,"13,388",410,Fantasy,Hardcover,English
"
Caddy's World (Casson Family, #0)
",Hilary McKay,3.96,939,273,Childrens,Kindle Edition,English
"
Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think
",Hans Rosling,4.34,"138,341",342,Nonfiction,Hardcover,English
"
EntreLeadership: 20 Years of Practical Business Wisdom from the Trenches
",Dave Ramsey,4.19,"12,506",306,Business,Hardcover,English
"
De Droom van de Ier
",Mario Vargas Llosa,3.79,"7,414",400,Fiction,Paperback,Dutch
"
Truly Devious (Truly Devious, #1)
",Maureen Johnson,4.02,"74,243",400,Fiction,Paperback,Dutch
"
The Working Dead...and
",Πάνος Ζάχαρης,4.65,23,88,Sequential Art,Paperback,Dutch
"
Jade City (The Green Bone Saga, #1)
",Fonda Lee,4.09,"16,126",498,Fantasy,Hardcover,English
"
Shadow
",Michael Morpurgo,4.24,"6,499",288,Fiction,Hardcover,English
"
The Labyrinth Index (Laundry Files, #9)
",Charles Stross,4.16,"3,605",384,Fantasy,Kindle Edition,English
"
The Hammer and the Blade (Egil and Nix, #1)
",Paul S. Kemp,3.76,"1,977",410,Fantasy,Mass Market Paperback,English
"
Rock Steady: Brilliant Advice From My Bipolar Life
",Ellen Forney,4.39,724,200,Nonfiction,Paperback,English
"
The Caliphate of Banu Ummaiya
",Ibn Kathir,4.58,38,560,Nonfiction,Kindle Edition,English
"
Daughter of Empire: My Life as a Mountbatten
",Lady Pamela Hicks,3.67,"1,792",256,Nonfiction,Hardcover,English
"
Spineless: The Science of Jellyfish and the Art of Growing a Backbone
",Juli Berwald,3.73,"1,884",336,Nonfiction,Hardcover,English
"
Verity
",Colleen Hoover,4.35,"306,699",324,Thriller,Kindle Edition,English
"
Good Me, Bad Me
",Ali Land,3.89,"34,398",338,Thriller,Hardcover,English
"
The Black Hand: The Epic War Between a Brilliant Detective and the Deadliest Secret Society in American History
",Stephan Talty,3.61,"1,714",298,Nonfiction,Hardcover,English
"
Mislaid
",Nell Zink,3.29,"6,132",304,Fiction,Paperback,English
"
Angel Star (Angel Star, #1)
",Jennifer Murgia,3.28,"1,780",251,Young Adult,Paperback,English
"
The Pineville Heist
",Lee Chambers,3.44,266,147,Young Adult,ebook,English
"
Furious Love: Elizabeth Taylor, Richard Burton, and the Marriage of the Century
",Sam Kashner,3.87,"3,625",500,Biography,Hardcover,English
"
More Like Her
",Liza Palmer,3.5,"1,756",309,Womens Fiction,Paperback,English
"
Chinaman
",Shehan Karunatilaka,4.18,"1,405",397,Fiction,Hardcover,English
"
The Napkin The Melon  The Monkey: How to Be Happy and Successful by Simply Changing Your Mind
",Barbara Burke,3.43,121,144,Self Help,Hardcover,English
"
The Tower, The Zoo, and The Tortoise
",Julia Stuart,3.58,"9,376",304,Fiction,Hardcover,English
"
Spectyr (Book of the Order, #2)
",Philippa Ballantine,3.89,"1,648",310,Fantasy,Mass Market Paperback,English
"
Forgive Me, I Meant to Do It: False Apology Poems
",Gail Carson Levine,3.8,"1,364",80,Poetry,Hardcover,English
"
The Interrogation of Ashala Wolf (The Tribe #1)
",Ambelin Kwaymullina,3.81,"2,192",395,Young Adult,Paperback,English
"
Angel (Maximum Ride, #7)
",James Patterson,4.01,"49,001",291,Young Adult,Hardcover,English
"
Nine Inches
",Tom Perrotta,3.74,"4,046",246,Fiction,Hardcover,English
"
After the Apocalypse
",Maureen F. McHugh,3.6,"2,305",188,Short Stories,Paperback,English
"
Khan: Empire of Silver (Conqueror, #4)
",Conn Iggulden,4.34,"12,567",387,Historical,Hardcover,English
"
The Normans: From Raiders to Kings
",Lars Brownworth,3.93,898,254,History,Kindle Edition,English
"
Before We Met
",Lucie Whitehouse,3.45,"13,457",288,Mystery,Hardcover,English
